Country Name,Country Code,Indicator Name,Indicator Code,Attribute,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Congo, Republic of",634,Financial Markets Index,FD_FM_IX,Value,0.0400229,0.0410431,0.0415954,0.0418934,0.0418044,0.0475782,0.0555736,0.0537302,0.049687,0.0460063,0.0422288,0.0353233,0.0357843,0.036727,0.0362006,0.0326882,0.0296178,0.0316406,0.0358151,0.0321109,0.0270964,0.0391845,0.028833,0.0213653,0.0160774,0.0119838,0.0006512,0.0005995,0.000423,0.0099364,0.0097339,0.0105679,0.012216,0.0134386,0.0150145
"Congo, Republic of",634,Financial Institutions Depth Index,FD_FID_IX,Value,0.0370454,0.0414633,0.0439511,0.0453211,0.0449141,0.0494259,0.0755706,0.0645324,0.0402801,0.0367413,0.0389154,0.0396756,0.0391248,0.0232404,0.0206018,0.0217092,0.0201967,0.0210277,0.0260625,0.0291736,0.0154598,0.0244562,0.0201612,0.0567214,0.0356937,0.0255565,0.0250849,0.0309904,0.0325026,0.0428437,0.0353694,0.0384839,0.0567917,0.0671203,0.0739902
"Congo, Republic of",634,Financial Institutions Access Index,FD_FIA_IX,Value,0.0148091,0.0153545,0.0156497,0.015809,0.0157614,0.018848,0.0231221,0.0221367,0.0199753,0.0180077,0.0159883,0.0122968,0.0125432,0.0130472,0.0127658,0.0121373,0.0095686,0.0095229,0.0101783,0.0107858,0.0106381,0.0104481,0.0097344,0.0093788,0.0101583,0.0101427,0.0103322,0.0195177,0.0252685,0.0269784,0.0339762,0.0415776,0.0455825,0.0571531,0.0571531
"Congo, Republic of",634,Financial Institutions Efficiency Index,FD_FIE_IX,Value,0.4997406,0.4997406,0.4997406,0.4997406,0.4997406,0.5498123,0.576245,0.5809096,0.5327088,0.495559,0.4107372,0.1654789,0.1728444,0.1837061,0.1892816,0.1679195,0.0584187,0.0541922,0.5199913,0.0246575,0.1741932,0.4880614,0.2324845,0.2695165,0.2219694,0.2336745,0.2946006,0.275622,0.2540112,0.285145,0.2333464,0.2345078,0.2533325,0.2718596,0.3679534
"Congo, Republic of",634,Financial Markets Depth Index,FD_FMD_IX,Value,0.108804,0.1115772,0.1130788,0.1138889,0.1136468,0.1293433,0.151079,0.1460677,0.1350762,0.12507,0.1148006,0.0960277,0.097281,0.0998439,0.0984129,0.0888641,0.0805172,0.0860161,0.0973648,0.0872948,0.0736627,0.1065246,0.0783836,0.0580823,0.043707,0.0325784,0.0017704,0.0016296,0.0011498,0.0270124,0.0264621,0.0287292,0.0332096,0.0365335,0.0408174
"Congo, Republic of",634,Financial Markets Access Index,FD_FMA_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Republic of",634,Financial Markets Efficiency Index,FD_FME_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Democratic Republic of",636,Financial Development Index,FD_FD_IX,Value,0,0,0,0,0,0,0,0,0.0118541,0.0169396,0.0152481,0.0146897,0.0165227,0.0180248,0.0183582,0.01682,0.0164105,0.0159636,0.0154749,0.0149391,0.0143501,0.0149075,0.0161495,0.017674,0.0199339,0.0201136,0.0235524,0.0297019,0.0344254,0.0591366,0.0727895,0.0695791,0.0740516,0.086187,0.0871499
"Congo, Democratic Republic of",636,Financial Markets Index,FD_FM_IX,Value,0,0,0,0,0,0,0,0,0.0006453,0.0010833,0.0009703,0.0009703,0.0011542,0.0013782,0.001433,0.0012553,0.0012118,0.0011684,0.0011249,0.0010815,0.001038,0.001038,0.0011167,0.0012966,0.0017448,0.001785,0.0021263,0.0023797,0.0020357,0.0021262,0.0018866,0.0015846,0.0010387,2.61E-11,2.38E-11
"Congo, Democratic Republic of",636,Financial Institutions Depth Index,FD_FID_IX,Value,0,0,0,0,0,0,0,0,0.0046573,0.0078185,0.0070029,0.0042979,0.0051122,0.0061044,0.006347,0.0055599,0.0053674,0.005175,0.0049826,0.0047902,0.0045977,0.0072986,0.0092631,0.0101942,0.0115238,0.0114746,0.0167117,0.0190931,0.0298606,0.0301252,0.0295898,0.0294915,0.0303004,0.0329569,0.0340917
"Congo, Democratic Republic of",636,Financial Institutions Access Index,FD_FIA_IX,Value,0,0,0,0,0,0,0,0,0.0020646,0.0034659,0.0031043,0.0031043,0.0036926,0.0044092,0.0045844,0.0040159,0.0038769,0.0037379,0.0035989,0.0034599,0.0033209,0.0033209,0.0035726,0.004148,0.005582,0.0055368,0.0054886,0.0058225,0.0057564,0.0059065,0.0087985,0.0093298,0.0110967,0.0110064,0.0146655
Solomon Islands,813,Financial Markets Efficiency Index,FD_FME_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,819,Financial Development Index,FD_FD_IX,Value,0.1176415,0.1289553,0.1289592,0.1381215,0.1440669,0.1489106,0.1424321,0.1496369,0.1455546,0.1645437,0.1767203,0.1944175,0.187272,0.1953525,0.1849496,0.1868387,0.19068,0.1811781,0.1754732,0.1439756,0.190224,0.1641719,0.166671,0.1656702,0.1679789,0.1796561,0.209102,0.1894776,0.2018626,0.2096147,0.2112909,0.2153227,0.2179808,0.2233611,0.2322851
Fiji,819,Financial Institutions Index,FD_FI_IX,Value,0.2295784,0.2514186,0.2514262,0.2691885,0.2807015,0.2900729,0.2775236,0.2914615,0.2835584,0.320206,0.3436651,0.3776887,0.3640165,0.3793924,0.3587396,0.3540414,0.3593661,0.3374444,0.3175807,0.2603247,0.3437544,0.3001899,0.2949269,0.2983769,0.3000074,0.3266808,0.385823,0.3530753,0.3766361,0.3842778,0.3950028,0.4077705,0.4124564,0.4233836,0.4414127
Fiji,819,Financial Markets Index,FD_FM_IX,Value,0.0043293,0.0049845,0.0049847,0.00544,0.0057483,0.0060076,0.0056757,0.006063,0.0058494,0.006958,0.0077096,0.0088737,0.0083383,0.0090289,0.0089976,0.0174518,0.0197648,0.0227938,0.0313145,0.0259433,0.0344699,0.0262348,0.0364667,0.0310268,0.0339867,0.0305314,0.0299366,0.0236649,0.0247293,0.0325012,0.025109,0.0203579,0.0209571,0.0207277,0.0204421
Fiji,819,Financial Institutions Depth Index,FD_FID_IX,Value,0.0956931,0.1101745,0.1101785,0.1202425,0.1270564,0.1327893,0.1254521,0.134013,0.1292913,0.1537957,0.1704097,0.1961399,0.1965029,0.2097834,0.2199779,0.2287483,0.217324,0.2031131,0.1848028,0.1677378,0.193094,0.1851689,0.1946897,0.1976754,0.2071834,0.2189208,0.3054981,0.2294204,0.2879132,0.2876664,0.2792264,0.3079628,0.3287202,0.3210324,0.3347613
Fiji,819,Financial Institutions Access Index,FD_FIA_IX,Value,0.1237832,0.1425155,0.1425207,0.1555389,0.164353,0.1717687,0.1622777,0.1733516,0.1672439,0.1989415,0.2204324,0.2537155,0.2384068,0.2581521,0.2572587,0.2545803,0.266245,0.2604927,0.2439406,0.2153365,0.2304284,0.1946051,0.1906629,0.1920571,0.1962312,0.2024165,0.2201622,0.2347396,0.2554613,0.2587109,0.2869242,0.3001704,0.2964941,0.3267927,0.3555803
Fiji,819,Financial Institutions Efficiency Index,FD_FIE_IX,Value,0.5186555,0.5488586,0.5488728,0.5795338,0.5983732,0.613044,0.5921889,0.6138865,0.6011119,0.6510631,0.6797357,0.7155049,0.6877182,0.6939894,0.6024372,0.5755728,0.594806,0.5435857,0.5232508,0.379911,0.6295999,0.5347508,0.5065965,0.5127423,0.4977147,0.5698398,0.6304592,0.6019502,0.5678878,0.5917841,0.6007666,0.5837016,0.5751072,0.5804305,0.5818027
Fiji,819,Financial Markets Access Index,FD_FMA_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiji,819,Financial Markets Efficiency Index,FD_FME_IX,Value,0.0042659,0.0049114,0.0049116,0.0053603,0.005664,0.0059196,0.0055925,0.0059741,0.0057636,0.006856,0.0075966,0.0087437,0.0082161,0.0088966,0.0088658,0.0171961,0.0194752,0.0224597,0.0434304,0.0249983,0.0201521,0.0153058,0.0104596,0.0056134,0.0152305,0.0078133,0.0052432,0.0033916,0.0052081,0.0225544,0.0113353,0.0156108,0.0154057,0.0154057,0.0154057
Kiribati,826,Financial Development Index,FD_FD_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1021437,0.0947129,0.0948794,0.0950463,0.0952135,0.095381,0.0955489,0.0957171,0.0958856,0.0960546,0.0962238,0.0963935,0.0965635,0.0967339,0.0969046,0.0964325,0.1005285,0.0867366
Kiribati,826,Financial Markets Index,FD_FM_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,826,Financial Institutions Depth Index,FD_FID_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,826,Financial Institutions Access Index,FD_FIA_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127082,0.1153056,0.1155171,0.1157302,0.1159448,0.1161611,0.1163789,0.1165984,0.1168196,0.1170425,0.1172671,0.1174934,0.1177215,0.1179513,0.118183,0.1153554,0.1342658,0.1342658
Kiribati,826,Financial Institutions Efficiency Index,FD_FIE_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5613466,0.5244678,0.5253763,0.5262847,0.5271931,0.5281015,0.5290099,0.5299184,0.5308268,0.5317352,0.5326437,0.5335521,0.5344605,0.535369,0.5362774,0.5371858,0.5380942,0.4354666
Kiribati,826,Financial Markets Depth Index,FD_FMD_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,826,Financial Markets Access Index,FD_FMA_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiribati,826,Financial Markets Efficiency Index,FD_FME_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,846,Financial Markets Index,FD_FM_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,846,Financial Institutions Depth Index,FD_FID_IX,Value,0.0765339,0.0809974,0.0771724,0.0770846,0.0887765,0.0781089,0.0834007,0.0951804,0.1027583,0.0739723,0.082328,0.0739626,0.0875299,0.0805348,0.0818963,0.0763361,0.0801203,0.0723856,0.0732793,0.0840715,0.0769134,0.0806663,0.0813023,0.0848879,0.0875933,0.0962936,0.093788,0.0949734,0.1191641,0.1405551,0.1441486,0.150292,0.1573297,0.1534005,0.1588001
Vanuatu,846,Financial Institutions Access Index,FD_FIA_IX,Value,0.1642345,0.1738128,0.1625676,0.1438066,0.1473724,0.1392026,0.1319231,0.1274511,0.1276493,0.1158522,0.1190365,0.1111342,0.1102791,0.1129163,0.1137799,0.1757337,0.222292,0.1998224,0.1831487,0.1714344,0.1699213,0.1925004,0.2253174,0.2525415,0.2381216,0.2387852,0.2401457,0.2800958,0.3193855,0.3350846,0.3644646,0.367866,0.4106461,0.419184,0.4197936
Vanuatu,846,Financial Institutions Efficiency Index,FD_FIE_IX,Value,0.4045348,0.4336561,0.3918394,0.3080373,0.3070239,0.2916917,0.2559156,0.2221531,0.2145978,0.2004806,0.2042489,0.1742995,0.1540115,0.174423,0.1770454,0.345208,0.4735091,0.4071298,0.3414383,0.2926484,0.2976401,0.348235,0.4433607,0.4932014,0.6286072,0.6876324,0.685481,0.6553261,0.6700088,0.6558183,0.6422805,0.5824878,0.5804343,0.5600147,0.5818183
Vanuatu,846,Financial Markets Depth Index,FD_FMD_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,846,Financial Markets Access Index,FD_FMA_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,618,Financial Markets Access Index,FD_FMA_IX,Value,0.0078836,0.0109585,0.0107621,0.0097802,0.0097802,0.0094286,0.0122015,0.0113798,0.0112015,0.0117699,0.0125713,0.0136578,0.013482,0.0144844,0.0153712,0.0157526,0.0173577,0.0155277,0.0164185,0.017893,0.0181055,0.0181797,0.0237509,0.0240083,0.0240083,0.0240083,0.0240083,0.0199356,0.0199356,0.0183876,0.0177899,0.0177899,0.0177899,0.01625,0.01625
Burundi,618,Financial Markets Efficiency Index,FD_FME_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,622,Financial Development Index,FD_FD_IX,Value,0.1400254,0.1403844,0.1404522,0.1314658,0.1268099,0.1245911,0.1306669,0.1340531,0.130892,0.1238851,0.1052997,0.1073293,0.1030165,0.1042122,0.105848,0.0990458,0.0643972,0.0601314,0.0599973,0.0674498,0.062229,0.0820164,0.0851657,0.0831202,0.0802137,0.085303,0.0859999,0.0910514,0.0908502,0.0903764,0.0873273,0.0891535,0.0870971,0.0979714,0.0889594
Cameroon,622,Financial Institutions Index,FD_FI_IX,Value,0.2767534,0.2774594,0.2775926,0.2599384,0.2507823,0.2464225,0.2583406,0.2649811,0.2587784,0.2449905,0.2082531,0.2122626,0.2036587,0.2060544,0.2092933,0.1958676,0.1271952,0.118674,0.1183422,0.1331414,0.1227424,0.1621666,0.1683934,0.1643615,0.1585698,0.1685859,0.1699557,0.1799027,0.1794566,0.1784748,0.1724239,0.1753581,0.1696474,0.1914944,0.174051
Cameroon,622,Financial Markets Index,FD_FM_IX,Value,0.0016606,0.0016684,0.0016698,0.0014563,0.001355,0.0013032,0.0014658,0.0015581,0.0014755,0.0013316,0.0011153,0.0011412,0.0011701,0.0011518,0.0011654,0.0010663,0.0008464,0.0008859,0.000951,0.0009697,0.0009882,0.0009075,0.0009425,0.0009072,0.00092,0.001023,0.0010389,0.0011357,0.0011818,0.0012215,0.0012099,0.0019066,0.0035287,0.0033032,0.002828
Cameroon,622,Financial Institutions Access Index,FD_FIA_IX,Value,0.0131708,0.0132326,0.0132442,0.0115509,0.0107472,0.0103364,0.011626,0.0123578,0.0117026,0.0105616,0.0088464,0.0090517,0.0092806,0.0091359,0.0092434,0.0084571,0.0067135,0.0061436,0.0061968,0.0067379,0.006866,0.0066032,0.0068575,0.006601,0.0066939,0.0136091,0.0149006,0.0163637,0.0189086,0.0214829,0.0268616,0.0300249,0.0322754,0.036487,0.038822
Cameroon,622,Financial Institutions Efficiency Index,FD_FIE_IX,Value,0.8359936,0.8359936,0.8359936,0.7745934,0.7745934,0.7745934,0.8095574,0.8214963,0.8052935,0.7541266,0.6108593,0.6251861,0.6407408,0.6636636,0.6755342,0.6313261,0.380813,0.36668,0.364744,0.415854,0.3787974,0.5198804,0.5386503,0.5210651,0.4995953,0.5249941,0.5322481,0.563085,0.5551766,0.5469224,0.5141311,0.5110096,0.4839989,0.5564632,0.485644
Cameroon,622,Financial Markets Depth Index,FD_FMD_IX,Value,0.0045143,0.0045355,0.0045395,0.0039591,0.0036836,0.0035428,0.0039848,0.0042357,0.0040111,0.00362,0.0030321,0.0031025,0.0031809,0.0031313,0.0031682,0.0028987,0.0023011,0.0024083,0.0025855,0.0026362,0.0026864,0.0024672,0.0025622,0.0024664,0.0025011,0.0027811,0.0028243,0.0030874,0.0032127,0.0033206,0.0032891,0.0051832,0.009593,0.0089798,0.0076879
Cameroon,622,Financial Markets Access Index,FD_FMA_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,622,Financial Markets Efficiency Index,FD_FME_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabo Verde,624,Financial Development Index,FD_FD_IX,Value,0.1910513,0.19353,0.1796748,0.1747175,0.1437727,0.1487585,0.1432484,0.148388,0.1538157,0.1580916,0.1665377,0.1647275,0.1659923,0.1752315,0.1637168,0.1389139,0.1469122,0.1468098,0.1518536,0.1445126,0.145849,0.1576938,0.1583224,0.1542842,0.1569314,0.162311,0.1831541,0.193339,0.2130836,0.2224449,0.2409977,0.2449276,0.2538942,0.2538193,0.2537008
Cabo Verde,624,Financial Institutions Index,FD_FI_IX,Value,0.3773663,0.3822296,0.3549958,0.3452455,0.284202,0.2940347,0.2832403,0.2933167,0.3039662,0.3123606,0.3289587,0.325402,0.3278874,0.3462123,0.3234885,0.2744031,0.2903399,0.2901383,0.3001566,0.2855557,0.2882063,0.3115249,0.3128415,0.304899,0.3100677,0.3205855,0.3618875,0.3821906,0.4218948,0.4403616,0.4773391,0.4854027,0.5030952,0.5029526,0.5029389
Cabo Verde,624,Financial Markets Index,FD_FM_IX,Value,0.0025029,0.0025681,0.0022536,0.0021471,0.0016628,0.0017434,0.001582,0.0017246,0.0018671,0.0019746,0.00217,0.0021274,0.0021568,0.0022022,0.0020312,0.0018009,0.0017672,0.0017652,0.0017755,0.0017801,0.0017868,0.0020192,0.0019525,0.0018658,0.0019606,0.002139,0.0022796,0.0022274,0.0017816,0.0019277,0.0018391,0.0015894,0.0017252,0.0017188,0.001497
Cabo Verde,624,Financial Institutions Depth Index,FD_FID_IX,Value,0.0411632,0.0422343,0.037062,0.035311,0.0273459,0.0286713,0.0219528,0.0291971,0.0378625,0.0452608,0.0620037,0.0584966,0.0609883,0.1001308,0.0945649,0.1111012,0.1076599,0.1134306,0.1198781,0.1386905,0.1429164,0.146202,0.1601766,0.1537545,0.1517617,0.1610959,0.1765831,0.15302,0.1712256,0.1851305,0.1943864,0.202929,0.1944869,0.1910136,0.1873212
Cabo Verde,624,Financial Institutions Access Index,FD_FIA_IX,Value,0.2983257,0.3060885,0.2686027,0.2559129,0.1981861,0.2077924,0.1885569,0.2055576,0.2225343,0.2353583,0.2586383,0.2535707,0.2570717,0.2624843,0.2421019,0.2146535,0.2106386,0.2103934,0.2116208,0.2121695,0.2129704,0.2406674,0.2327142,0.2223862,0.2336821,0.2462695,0.2912521,0.3632546,0.4486299,0.4942306,0.5534073,0.5578937,0.6105787,0.6072453,0.6099549
Cabo Verde,624,Financial Markets Depth Index,FD_FMD_IX,Value,0.0068043,0.0069814,0.0061264,0.005837,0.0045203,0.0047394,0.0043007,0.0046884,0.0050757,0.0053681,0.0058991,0.0057835,0.0058634,0.0059869,0.005522,0.0048959,0.0048043,0.0047987,0.0048267,0.0048393,0.0048575,0.0054892,0.0053078,0.0050723,0.0053299,0.005815,0.0061972,0.0060552,0.0048434,0.0052406,0.0049996,0.0043208,0.0046899,0.0046727,0.0040696
Cabo Verde,624,Financial Markets Access Index,FD_FMA_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,626,Financial Markets Access Index,FD_FMA_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,628,Financial Institutions Efficiency Index,FD_FIE_IX,Value,0.7088645,0.7088645,0.7088645,0.6913223,0.6913223,0.6913223,0.7090561,0.7209843,0.6751737,0.6485261,0.6313261,0.5332347,0.5459572,0.5650933,0.5750318,0.6013752,0.4861172,0.4635889,0.4953666,0.4550084,0.4064309,0.4129208,0.4264924,0.4123958,0.4200859,0.4907593,0.4781912,0.3840193,0.4343948,0.425121,0.6240643,0.4368569,0.5091406,0.4980697,0.6075766
Comoros,632,Financial Markets Index,FD_FM_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoros,632,Financial Markets Access Index,FD_FMA_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Democratic Republic of",636,Financial Institutions Index,FD_FI_IX,Value,0,0,0,0,0,0,0,0,0.0229244,0.0325978,0.0293475,0.0282374,0.0316981,0.0344607,0.0350687,0.0321881,0.0314173,0.0305723,0.029644,0.0286221,0.0274943,0.0286027,0.0309936,0.0338449,0.0378899,0.038207,0.0447032,0.0566769,0.0664127,0.1154558,0.1428414,0.1367603,0.1461987,0.1713664,0.1732811
"Congo, Democratic Republic of",636,Financial Institutions Efficiency Index,FD_FIE_IX,Value,0,0,0,0,0,0,0,0,0.075412,0.1045678,0.094222,0.094222,0.1050028,0.1126974,0.1143264,0.1056435,0.1032718,0.1006221,0.0976611,0.0943496,0.0906417,0.0906417,0.0961788,0.10452,0.1153738,0.1167068,0.1330503,0.1736817,0.1936839,0.376584,0.4753732,0.4519352,0.4832528,0.5735025,0.5732035
"Congo, Democratic Republic of",636,Financial Markets Depth Index,FD_FMD_IX,Value,0,0,0,0,0,0,0,0,0.0017544,0.0029451,0.0026379,0.0026379,0.0031377,0.0037467,0.0038956,0.0034125,0.0032944,0.0031763,0.0030582,0.0029401,0.002822,0.002822,0.0030358,0.0035247,0.0047433,0.0048525,0.0057804,0.0064693,0.0055341,0.0057801,0.0051288,0.0043078,0.0028238,7.10E-11,6.46E-11
"Congo, Democratic Republic of",636,Financial Markets Access Index,FD_FMA_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Democratic Republic of",636,Financial Markets Efficiency Index,FD_FME_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,638,Financial Institutions Index,FD_FI_IX,Value,0.1834038,0.1743612,0.1767568,0.2081489,0.1907885,0.2008424,0.1929463,0.1709221,0.1726671,0.15489,0.1452602,0.1383256,0.1313841,0.1292036,0.1260909,0.1417799,0.1414895,0.1518314,0.1576374,0.1600315,0.1717931,0.1849076,0.1697434,0.1598384,0.1693655,0.1783418,0.163397,0.1857245,0.1960868,0.1985487,0.1989204,0.2065251,0.1986992,0.2043014,0.1737077
Benin,638,Financial Markets Index,FD_FM_IX,Value,0.0109206,0.0102951,0.0104468,0.0120912,0.0109246,0.0116137,0.011151,0.0101962,0.0103551,0.0091495,0.0085714,0.0079282,0.007169,0.0069147,0.0065126,0.0063551,0.0064838,0.0032561,0.0033611,0.00387,0.0042113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,638,Financial Institutions Depth Index,FD_FID_IX,Value,0.1477794,0.1234142,0.1290368,0.1359498,0.1086407,0.1321638,0.1224282,0.1134732,0.1214978,0.0921573,0.0816788,0.0656916,0.0498522,0.0448988,0.0378833,0.0353858,0.0403054,0.0346913,0.0392724,0.0490193,0.0498307,0.0534504,0.0547539,0.0615896,0.0610502,0.0645258,0.0671116,0.074271,0.0789588,0.0814199,0.0835546,0.084889,0.0801603,0.0868767,0.0888471
Benin,638,Financial Institutions Access Index,FD_FIA_IX,Value,0.0151897,0.0143197,0.0145307,0.0168179,0.0151954,0.0161537,0.0155102,0.0141821,0.0144032,0.0127263,0.0119221,0.0110275,0.0099715,0.0096178,0.0090586,0.0088395,0.0090185,0.01003,0.0103535,0.0119209,0.0129722,0.0129423,0.0131815,0.0130932,0.0140632,0.0162113,0.0239537,0.0296174,0.0354872,0.0409578,0.0441049,0.048119,0.0514178,0.0565646,0.0577842
Benin,638,Financial Institutions Efficiency Index,FD_FIE_IX,Value,0.4356628,0.4406025,0.4406025,0.543892,0.5234011,0.5234011,0.509809,0.4432147,0.4370753,0.4182294,0.3995411,0.3995411,0.3995411,0.3995411,0.3995411,0.4624347,0.4535122,0.4992572,0.5134439,0.5049832,0.5461102,0.5896781,0.530551,0.4831215,0.5180877,0.5429844,0.470976,0.5346836,0.5570854,0.5539649,0.5471561,0.5672902,0.5401061,0.5427085,0.4232801
Benin,638,Financial Markets Access Index,FD_FMA_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,638,Financial Markets Efficiency Index,FD_FME_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,642,Financial Development Index,FD_FD_IX,Value,0,0,0,0,0,0.1258382,0.141944,0.1390731,0.1225002,0.1205743,0.1197949,0.117303,0.11324,0.1105068,0.1092443,0.1042755,0.0774062,0.0744859,0.0759468,0.0761018,0.0751829,0.0800885,0.0922179,0.0913071,0.0885173,0.0898269,0.0949384,0.0862672,0.0954814,0.0985768,0.0891645,0.0924274,0.1064147,0.0839707,0.0861709
Lithuania,946,Financial Institutions Access Index,FD_FIA_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283739,0.3046537,0.2493288,0.2326909,0.2646697,0.2820081,0.2671874,0.255624,0.273403,0.3319017,0.3838717,0.4402264,0.4696096,0.5147676,0.5732352,0.5997729,0.6143589,0.6216577,0.5763827,0.5833123,0.5737731,0.5808967
Lithuania,946,Financial Institutions Efficiency Index,FD_FIE_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2981257,0.2079104,0.280806,0.3127429,0.4363391,0.4102347,0.3825015,0.485085,0.4932968,0.5523108,0.5996915,0.63592,0.6911087,0.7206825,0.7507471,0.751927,0.6154076,0.6436205,0.7320777,0.6905421,0.6780288,0.6811249
Lithuania,946,Financial Markets Depth Index,FD_FMD_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146188,0.0156964,0.0128459,0.0367761,0.0676608,0.0467622,0.0602094,0.0733767,0.0605401,0.0628452,0.0790323,0.1130775,0.1272556,0.1562431,0.115966,0.0583646,0.0848917,0.0895662,0.0702315,0.0691644,0.0590891,0.0666958
Lithuania,946,Financial Markets Efficiency Index,FD_FME_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836752,0.089843,0.0735275,0.0873847,0.1765899,0.1569624,0.2577029,0.1457724,0.1481257,0.1345779,0.0781305,0.0913996,0.0993697,0.2239414,0.098973,0.0698622,0.0735469,0.0573993,0.0494179,0.0416237,0.0416237,0.0416237
Mongolia,948,Financial Development Index,FD_FD_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0.2078879,0.2019279,0.1992564,0.221353,0.1660206,0.2108773,0.2165283,0.2193401,0.146578,0.1729263,0.1476819,0.1826933,0.1844404,0.1879897,0.2050153,0.2366256,0.2644002,0.2575738,0.254727,0.2761202,0.2923544,0.3323941,0.3373429,0.3413831
Mongolia,948,Financial Markets Index,FD_FM_IX,Value,0,0,0,0,0,0,0,0,0,0,0,0.1411978,0.1370572,0.1370572,0.1576605,0.1244233,0.1292923,0.1561851,0.1179133,0.0584745,0.103721,0.0438531,0.0368457,0.0308297,0.0301319,0.0460036,0.0734947,0.0898493,0.0664494,0.0515989,0.0813745,0.0671712,0.1248347,0.1124967,0.1031559
